,Author,Title paper,Journal,Year,Keywords,Co-authors,labels
8524,AU=BALAKAN OZAN,[The effects of thalidomide in a rat model of surgically-induced endometriosis],[TURKISH JOURNAL OF OBSTETRICS AND GYNECOLOGY],[2015],"[Animal model, thalidomide, endometriosis, vascular endothelial growth factor]","['Bakacak Murat', 'Ercan Onder', 'Kostu Blent', 'Bostanci Mehmet Suhha', 'Inanc Fatma', 'Yaylali Asli', 'Serin Salih', 'Balakan Ozan', 'Kiran Gurkan']",1.0
8525,AU=BALAKAN OZAN,[A case of vemurafenib-induced polyarhritis in a patient with melanoma: how to manage it?],[INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES],[2017],"[BRAF inhibitor, polyarthritis, vemurafenib]","['Babacan Taner', 'Turkbeyler Ibrahim Halil', 'Balakan Ozan', 'Pehlivan Yavuz', 'Suner Ali', 'Kisacik Bunyamin']",1.0
8526,AU=BALAKAN OZAN,[DIASTOLIC FUNCTION ABNORMALITIES IN PATIENTS WITH BEHCET'S DISEASE: A TISSUE DOPPLER STUDY],[INTERNATIONAL JOURNAL OF CARDIOLOGY],[2010],,"['Acar Gurkan', 'Kaya Hakan', 'Akcay Ahmet', 'Sokmen Abdullah', 'Balakan Ozan', 'Koroglu Sedat', 'Nacar Alper Bugra', 'Suner Arif', 'Sahin Murat', 'Sokmen Gulizar', 'Sayarlioglu Mehmet', 'Tuncer Cemal']",1.0
8527,AU=BALAKAN OZAN,[Efficacy and Toxicity of Cisplatin and Capecitabine Combination in the First-Line Treatment of Patients with Advanced Gastric Cancer: A Multicenter Study by the Anatolian Society of Medical Oncology],[UHOD-ULUSLARARASI HEMATOLOJI-ONKOLOJI DERGISI],[2016],"[Advanced gastric cancer, Cisplatin, Capecitabine, Efficacy, Toxicity]","['Ciltas Aydin', 'Buyukberber Suleyman', 'Topcu Turkan O.', 'Kucukoner Mehmet', 'Uyeturk Ummugul', 'Cihan Sener', 'Sendur Mehmet A.', 'Budakoglu Burcin', 'Kefeli Umut', 'Yildiz Ramazan', 'Goksel Gamze', 'Berk Veli', 'Balakan Ozan', 'Oksuzoglu Berna', 'Uncu Dogan', 'Coskun Ugur', 'Ozdemir Feyyaz', 'Benekli Mustafa']",1.0
8528,AU=BALAKAN OZAN,[Correlation of educational status and clinicopathological characteristics of breast cancer: a single center experience],[JOURNAL OF BUON],[2016],"[biological factors, breast cancer, educational status]","['Sarici Furkan', 'Babacan Taner', 'Buyukhatipoglu Hakan', 'Balakan Ozan', 'Sever Ali R.', 'Kertmen Neyran', 'Unlu Ozan', 'Ates Ozturk', 'Diker Omer', 'Akin Serkan', 'Sunar Veli', 'Karakas Yusuf', 'Lacin Sahin', 'Altundag Kadri']",1.0
8529,AU=YAY OZAN,[Effects of anthropogenic emission sources on maximum ozone concentrations over Greece],[ATMOSPHERIC RESEARCH],[2008],"[anthropogenic emissions, ozone, photochemical modeling, Greece]","['Poupkou Anastasia', 'Symeonidis Panagiotis', 'Lisaridis Iraklis', 'Melas Dimitrios', 'Ziomas Ioannis', 'Yay Ozan D.', 'Balis Dimitrios']",1.0
8530,AU=YAY OZAN,[Development of a computational system for estimating biogenic NMVOCs emissions based on GIS technology],[ATMOSPHERIC ENVIRONMENT],[2008],"[biogenic emissions, NMVOCs, emission inventory, GIS]","['Symeonidis Panagiotis', 'Poupkou Anastasia', 'Gkantou Anthia', 'Melas Dimitrios', 'Yay Ozan Devrim', 'Pouspourika Evangelia', 'Balis Dimitrios']",1.0
8531,AU=YAY OZAN,[Multivariate statistics to investigate metal contamination in surface soil],[JOURNAL OF ENVIRONMENTAL MANAGEMENT],[2008],"[urban soil pollution, metal deposition, atmospheric aerosols, factor analysis]","['Yay Ozan D.', 'Alagha Omar', 'Tuncel Guerdal']",1.0
8532,AU=YAY OZAN,"[Investigating actual landing and takeoff operations for time-in-mode, fuel and emissions parameters on domestic routes in Turkey]",[TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT],[2017],"[Aircraft, Emission, LTO cycle, Fuel flow, Time-in-mode]","['Turgut Enis T.', 'Cavcar Mustafa', 'Usanmaz Oznur', 'Yay Ozan D.', 'Dogeroglu Tuncay', 'Armutlu Kadir']",1.0
8533,AU=YAY OZAN,[An integrative approach for determination of air pollution and its health effects in a coal fired power plant area by passive sampling],[ATMOSPHERIC ENVIRONMENT],[2017],"[Volatile organic compounds (VOCs), Inorganic pollutants, Passive sampling, Power plant, Carcinogenic risk]","['Artun Gulzade Kucukacil', 'Polat Narin', 'Yay Ozan Devrim', 'Uzmez Ozlem Ozden', 'Ari Akif', 'Tuygun Gizem Tuna', 'Elbir Tolga', 'Altug Hicran', 'Dumanoglu Yetkin', 'Dogeroglu Tuncay', 'Dawood Abdallah', 'Odabasi Mustafa', 'Gaga Eftade O.']",1.0
8534,AU=ÖZEN OĞUZ,[Protective Effects of Melatonin Against Formaldehyde-Induced Oxidative Damage and Apoptosis in Rat Testes: An Immunohistochemical and Biochemical Study],[SYSTEMS BIOLOGY IN REPRODUCTIVE MEDICINE],[2008],"[apoptosis, formaldehyde, melatonin, oxidative damage, testes]","['Ozen Oguz Aslan', 'Kus Murat A.', 'Kus Ilter', 'Alkoc Ozan Alper', 'Songur Ahmet']",1.0
8535,AU=ÖZEN OĞUZ,[The effects of inhaled formaldehyde on oxidant and antioxidant systems of rat cerebellum during the postnatal development process],[TOXICOLOGY MECHANISMS AND METHODS],[2008],"[formaldehyde, cerebellum, oxidant antioxidant status, postnatal development, rat]","['Songur Ahmet', 'Sarsilmaz Mustafa', 'Ozen Oguz Aslan', 'Sahin Semsettin', 'Koken Resit', 'Zararsiz Ismail', 'Ilhan Necip']",1.0
8536,AU=ÖZEN OĞUZ,[The protective effect of fish n-3 fatty acids on cerebral ischemia in rat prefrontal cortex],[NEUROLOGICAL SCIENCES],[2008],"[cerebral ischemia, fish n-3 fatty acids, prefrontal cortex, rat]","['Ozen Oguz Aslan', 'Cosar Murat', 'Sahin Onder', 'Fidan Huseyin', 'Eser Olcay', 'Mollaoglu Hakan', 'Alkoc Ozan', 'Yaman Mehmet', 'Songur Ahmet']",1.0
8537,AU=ÖZEN OĞUZ,[Variations in the intracranial vertebrobasilar system],[SURGICAL AND RADIOLOGIC ANATOMY],[2008],"[anatomical variation, vertebrobasilar system, vertebral artery, basilar artery, anatomy]","['Songur Ahmet', 'Gonul Yucel', 'Ozen Oguz Aslan', 'Kucuker Hudaverdi', 'Uzun Ibrahim', 'Bas Orhan', 'Toktas Muhsin']",1.0
8538,AU=ÖZEN OĞUZ,[Basilar artery angulation and vertigo due to the hemodynamic effect of dominant vertebral artery],[MEDICAL HYPOTHESES],[2008],,"['Cosar Murat', 'Yaman Mehmet', 'Eser Olcay', 'Songur Ahmet', 'Ozen Oguz A.']",1.0
8539,AU=BURNAZ OĞUZ,[Estimation of the temperature profiles of reinforced concrete cross sections exposed to standard fires by using artificial neural networks with different topologies],[FIRE AND MATERIALS],[2016],"[temperature profiles, reinforced concrete cross section, artificial neural networks (ANN), fire]","['Albayrak Selahattin', 'Burnaz Oguz']",1.0
8540,AU=ERDOĞAN OĞUZ,[The effects of tympanic membrane perforation on bone conduction hearing level],[AURIS NASUS LARYNX],[2012],"[Bone conduction, Tympanic membrane perforation, Paper patch, Hearing, Audiometry]","['Yasan Hasan', 'Erdogan Oguz']",1.0
8541,AU=ERDOĞAN OĞUZ,[Does subjective tonsillar grading reflect the real volume of palatine tonsils?],[INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY],[2011],"[Tonsillectomy, Recurrent acute tonsillitis, Palatine tonsil]","['Yasan Hasan', 'Aynali Giray', 'Erdogan Oguz', 'Yariktas Murat']",1.0
8542,AU=KARAHAN OĞUZ,[The influence of priming solutions used in cardiopulmonary bypass on blood viscosity in hypothermic conditions],[ASAIO JOURNAL],[2008],,"['Manduz Sinasi', 'Sapmaz Ismail', 'Sanri Umut Serhat', 'Karahan Oguz', 'Bascil Hasan', 'Dogan Kasim']",1.0
8543,AU=KARAHAN OĞUZ,[Investigation of the arterial intima-media thickness in Behcet's disease patients without vascular complaints],[VASCULAR],[2018],"[Behcet's disease, arterial intima-media thickness, neutrophil-lymphocyte ratio, duration of disease]","['Kankilic Nazim', 'Aslan Aydin', 'Karahan Oguz', 'Demirtas Sinan', 'Caliskan Ahmet', 'Yavuz Celal']",1.0
8544,AU=KARAHAN OĞUZ,[Evaluation of Pericardial Fluid C-Type Natriuretic Peptide Levels in Patients Undergoing Coronary Bypass Surgery],[THORACIC AND CARDIOVASCULAR SURGEON],[2017],"[cardiac, coronary artery bypass graft surgery, heart failure]","['Guclu Orkut', 'Karahan Oguz', 'Karabacak Mustafa', 'Yuksel Volkan', 'Huseyin Serhat', 'Mavitas Binali']",1.0
8545,AU=KARAHAN OĞUZ,[Hyperbaric Oxygen Preconditioning Provides Preliminary Protection Against Doxorubicin Cardiotoxicity],[ACTA CARDIOLOGICA SINICA],[2017],"[Cardiovascular toxicity, Doxorubicin, Hyperbaric oxygen, Oxidative stress]","['Tezcan Orhan', 'Karahan Oguz', 'Alan Mustafa', 'Ekinci Cenap', 'Yavuz Celal', 'Demirtas Sinan', 'Ekinci Aysun', 'Caliskan Ahmet']",1.0
8546,AU=KARAHAN OĞUZ,[An evaluation of factors affecting clinical outcomes in penetrating cardiac injuries: A single center experience],[ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY],[2017],"[Mortality, penetrating cardiac injuries, predictors of survival]","['Tezcan Orhan', 'Karahan Oguz', 'Yavuz Celal', 'Demirtas Sinan', 'Caliskan Ahmet', 'Mavitas Binali']",1.0
8547,AU=TEKELİOĞLU OĞUZ,[Quantification of Japanese Quail Eggshell Colour by Image Analysis],[BIOLOGICAL RESEARCH],[2009],"[eggshell colour, image analysis, individual variation, repeatability]","['Sezer Metin', 'Tekelioglu Oguz']",1.0
8548,AU=BAŞIBÜYÜK OĞUZHAN,"[Social Environment, Individual Characteristics, Religion, and Radicalization: The Case of Turkish Hizbullah]",[MULTI-FACETED APPROACH TO RADICALIZATION IN TERRORIST ORGANIZATIONS],[2011],"[Radicalization, Turkish Hizbullah, Religion, PKK, Terrorism, Turkey]","['Demir Oguzhan Omer', 'Basibuyuk Oguzhan', 'Karakus Onder']",1.0
8549,AU=BAŞIBÜYÜK OĞUZHAN,[Cyber Terrorism: Motivation and Method on Global Scale and the Situation in Turkey],[COUNTERING TERRORIST RECRUITMENT IN THE CONTEXT OF ARMED COUNTER-TERRORISM OPERATIONS],[2016],"[Terrorism, cyber space, recruitment, Redhack, investigation]","['Yilmaz Kamil', 'Gunestas Murat', 'Basibuyuk Oguzhan']",1.0
8550,AU=BAŞIBÜYÜK OĞUZHAN,[Public satisfaction with law enforcement in Turkey],[POLICING-AN INTERNATIONAL JOURNAL OF POLICE STRATEGIES & MANAGEMENT],[2011],"[Law enforcement, Customer satisfaction, Turkey, Individual perception]","['Karakus Onder', 'McGarrell Edmund F.', 'Basibuyuk Oguzhan']",1.0
8551,AU=BAŞIBÜYÜK OĞUZHAN,[Fear of crime among citizens of Turkey],[JOURNAL OF CRIMINAL JUSTICE],[2010],,"['Karakus Onder', 'McGarrell Edmund F.', 'Basibuyuk Oguzhan']",1.0
8552,AU=DİNCEL OĞUZHAN,[Incidental Findings in Routine Histopathological Examination of Appendectomy Specimens; Retrospective Analysis of 1970 Patients],[INDIAN JOURNAL OF SURGERY],[2018],"[Appendicitis, Appendectomy, Carcinoid, Mucocele, Endometriosis]","['Dincel Oguzhan', 'Goksu Mustafa', 'Turk Bilge Aydin', 'Pehlivanoglu Burcin', 'Isler Serap']",1.0
8553,AU=DİNCEL OĞUZHAN,"[Unexpected findings in the routine histopathological examinations of appendectomy specimens A retrospective analysis of 1,970 patients]",[ANNALI ITALIANI DI CHIRURGIA],[2017],"[Appendicitis, Appendectomy, Carcinoid, Mucocele, Endometriosis]","['Dincel Oguzhan', 'Goksu Mustafa', 'Turk Bilge Aydin', 'Pehlivanoglu Burcin', 'Isler Serap']",1.0
8554,AU=DİNCEL OĞUZHAN,[Crohn's Disease Presenting as Acute Appendicitis: Case Series],[ISTANBUL MEDICAL JOURNAL],[2015],"[Crohn's Disease, acute appendicitis, acute abdomen]","['Dincel Oguzhan', 'Basak Fatih', 'Kinaci Erdem', 'Pektas Bahattin']",1.0
8555,AU=DİNCEL OĞUZHAN,[Acute gastric dilatation due to binge eating may be fatal],[NORTHERN CLINICS OF ISTANBUL],[2017],"[Binge eating, gastric dilatation, intravascular disseminated coagulation, mortality]","['Dincel Oguzhan', 'Goksu Mustafa']",1.0
8556,AU=DİNCEL OĞUZHAN,[Overlooked problem of laparoscopic surgery: trocar site bleeding],[CUKUROVA MEDICAL JOURNAL],[2016],"[Laparoscopy, trocar, bleeding, complication]","['Dincel Oguzhan', 'Basak Fatih', 'Kinaci Erdem']",1.0
8557,AU=DEMİR OĞUZHAN,[Evaluation of mixed mode-I/II criteria for fatigue crack propagation using experiments and modeling],[CHINESE JOURNAL OF AERONAUTICS],[2018],"[Crack propagation, Fatigue crack growth simulation, Fatigue crack growth test, Fracture mechanics, Mixed mode-I/II]","['Demir Oguzhan', 'Ayhan Ali O.', 'Iric Sedat', 'Lekesiz Huseyin']",1.0
8558,AU=DEMİR OĞUZHAN,[The Social Organisation of Migrant Smugglers in Turkey: Roles and Functions],[EUROPEAN JOURNAL ON CRIMINAL POLICY AND RESEARCH],[2017],"[International migration, Irregular migration, Migrant smuggling, Syrian refugees, Transnational crime]","['Demir Oguzhan Omer', 'Sever Murat', 'Kahya Yavuz']",1.0
8559,AU=DEMİR OĞUZHAN,"[A new specimen for mixed mode-I/II fracture tests: Modeling, experiments and criteria development]",[ENGINEERING FRACTURE MECHANICS],[2017],"[Mixed mode fracture, Fracture test, Stress intensity factor, T-specimen]","['Demir Oguzhan', 'Ayhan Ali O.', 'Iric Sedat']",1.0
8560,AU=DEMİR OĞUZHAN,[Highly efficient nonlinear regression for big data with lexicographical splitting],[SIGNAL IMAGE AND VIDEO PROCESSING],[2017],"[Online learning, Nonlinear regression, Piecewise linear, Lexicographical splitting]","['Neyshabouri Mohammadreza Mohaghegh', 'Demir Oguzhan', 'Delibalta Ibrahim', 'Kozat Suleyman Serdar']",1.0
8561,AU=DEMİR OĞUZHAN,[A Policy Implementation Analysis of Money Laundering Policies: Anti-Money Laundering and Countering Terrorism Financing],[MULTI-FACETED APPROACH TO RADICALIZATION IN TERRORIST ORGANIZATIONS],[2011],"[Money laundering, policy analysis, policy implementation, terrorist financing]","['Kapti Alican', 'Demir Oguzhan Omer', 'Uryan Yildirim']",1.0
8562,AU=BUCAKTEPE PAKİZE,"[Quality of Life, Psychological Burden, and Sleep Quality in Patients With Brain Metastasis Undergoing Whole Brain Radiation Therapy]",[CLINICAL JOURNAL OF ONCOLOGY NURSING],[2016],"[quality of life, sleep quality, anxiety, depression, brain metastasis, whole brain radiation therapy]","['Teke Fatma', 'Bucaktepe Pakize Gamze Erten', 'Kibrisli Erkan', 'Demir Melike', 'Ibiloglu Aslihan Okan', 'Inal Ali']",1.0
8563,AU=BUCAKTEPE PAKİZE,[Catecholamine levels in a Ramadan fasting model in rats: a case control study],[BIOTECHNOLOGY & BIOTECHNOLOGICAL EQUIPMENT],[2016],"[Ramadan fasting model, rats, stress, catecholamines]","['Bucaktepe Pakize Gamze Erten', 'Akdag Mehmet', 'Dasdag Suleyman', 'Celepkolu Tahsin', 'Yilmaz M. Abdullah', 'Demir Vasfiye', 'Haris Parvez']",1.0
8564,AU=BUCAKTEPE PAKİZE,[A microbiological assessment of the oral hygiene of 24-72-month-old kindergarten children and disinfection of their toothbrushes],[BMC ORAL HEALTH],[2014],"[Children's dental health, Disinfection, Brushing teeth, Chlorhexidine]","['Celepkolu Tahsin', 'Toptanci Ismet Rezani', 'Bucaktepe Pakize Gamze Erten', 'Sen Velat', 'Dogan Mehmet Sinan', 'Kars Veysel', 'Aslanhan Hamza', 'Aslan Ilknur', 'Dal Tuba', 'Yildiz Ismail', 'Palanci Yilmaz']",1.0
8565,AU=BUCAKTEPE PAKİZE,[THE EVALUATION OF NEPHROPATHY RISK FACTORS IN TYPE 2 DIABETES],[ACTA MEDICA MEDITERRANEA],[2014],"[Nephropathy, risk factors, diabetes]","['Celepkolu Tahsin', 'Tanriverdi Mehmet Halis', 'Celk Sercan Bulut', 'Bucaktepe Pakize Gamze Erten', 'Can Huseyin', 'Aslan Ilknur', 'Kibrisli Erkan', 'Erdem Enver', 'Kilinc Faruk']",1.0
8566,AU=BUCAKTEPE PAKİZE,[Low fetuin-A level in migraine: a case-control study],[NEUROLOGICAL SCIENCES],[2014],"[Migraine, Fetuin-A, Matrix metalloproteinase, Omentin, Ghrelin]","['Tanriverdi Mehmet Halis', 'Varol Sefer', 'Arikanoglu Adalet', 'Bucaktepe Pakize Gamze Erten', 'Celepkolu Tahsin', 'Akil Esref', 'Yuksel Hatice', 'Uzar Ertugrul']",1.0
8567,AU=SEKMEN PERİHAN,[INVESTIGATION OF THE DYNAMIC PERFORMANCE OF AN ELECTRO MECHANICAL VALVE (EMV) SYSTEM AT DIFFERENT LIFTING OPERATIONS AND DETERMINATION OF THE SUPPORT LIMITS OF AN INTERNAL COMBUSTION ENGINE],[JOURNAL OF THE FACULTY OF ENGINEERING AND ARCHITECTURE OF GAZI UNIVERSITY],[2013],"[Electromechanical Valve, VVT, EMV, Mechatronic, Internal Combusten Engine]","['Birgul Nida', 'Sekmen Perihan']",1.0
8568,AU=ÖZUĞUZ PINAR,[Investigation of Conjunctival Involvement in Patients with Lichen Planus Without Ocular Symptoms],[JOURNAL OF CLINICAL AND ANALYTICAL MEDICINE],[2015],"[Lichen Planus, Mucosal Involvement, Conjunctival Lichen Planus]","['Ozuguz Pinar', 'Ogure Reyhan', 'Kocak Mukadder', 'Atasoy Pinar', 'Akarsu Cengiz']",1.0
8569,AU=ÖZUĞUZ PINAR,[Epidemiology of Pemphigus in Turkey: One-year Prospective Study of 220 Cases],[ACTA DERMATOVENEROLOGICA CROATICA],[2017],"[pemphigus, epidemiology]","['Yayli Savas', 'Harman Mehmet', 'Baskan Emel Bulbul', 'Karakas Ayse Akman', 'Genc Yeser', 'Turk Bengu Gerceker', 'Demirsoy Evren Odyakmaz', 'Gunasti Suhan', 'Bilgili Serap Gunes', 'Ilter Nilsel', 'Ferahbas Ayten', 'Savk Ekin', 'Afsar Fatma Sule', 'Aytekin Sema', 'Kaya Tamer Irfan', 'Hayta Sibel Berksoy', 'Ozgen Zuleyha', 'Gurel Mehmet Salih', 'Caliskan Ercan', 'Balci Didem Didar', 'Gungor Sule', 'Kapicioglu Yelda', 'Ozuguz Pinar', 'Aktan Sebnem', 'Dogramaci Asena', 'Kokcam Ibrahim', 'Onsun Nahide', 'Seckin Deniz', 'Durdu Murat', 'Dursun Recep', 'Daye Munise', 'Dilek Nursel', 'Karabacak Ercan', 'Temel Asli Bilgic', 'Erdem Cengizhan', 'Altun Ece', 'Gungor Dilek', 'Kartal Demet', 'Akyol Melih', 'Aksu Esra Koku', 'Uzun Soner']",1.0
8570,AU=ÖZUĞUZ PINAR,[Current Overview of Pyoderma Gangrenosum],[JOURNAL OF CLINICAL AND ANALYTICAL MEDICINE],[2015],"[pyoderma Gangrenosum, Neutrophlic Dermatoses, Inflammatory Disease]","['Pektas Suzan Demir', 'Ozuguz Pinar']",1.0
8571,AU=ÖZUĞUZ PINAR,[Periocular mexametric melanin and erythema indexes in adult glaucoma patients treated with topical prostaglandin analogs],[CUTANEOUS AND OCULAR TOXICOLOGY],[2017],"[Erythema, eyelid, melanin, prostaglandin analog, skin]","['Duman Nilay', 'Duman Resat', 'Yavas Guliz Fatma', 'Kacar Seval Dogruk', 'Ozuguz Pinar', 'Cetinkaya Ersan']",1.0
8572,AU=ÖZUĞUZ PINAR,[Juvenile Localized Scleroderma with Port Wine Stain: Coincidental or Possible Common Pathogenetic Association],[INDIAN JOURNAL OF DERMATOLOGY],[2015],"[Coexistence, juvenile localized scleroderma, port wine stain]","['Kacar Seval Dogruk', 'Ozuguz Pinar', 'Polat Serap', 'Kacar Emre', 'Polat Onur', 'Tokyol Cigdem']",1.0
8573,AU=ARSLAN RAMAZAN,[UNUSUAL PERFORATIONS FOLLOWING ERCP PROCEDURE: AN EXPLORATORY LITERATURE SEARCH AND THE LESSONS LEARNED FROM THREE CASE STUDIES],[ACTA MEDICA MEDITERRANEA],[2018],"[Unusual perforations, ERCP, stent, trietz, duodenum]","['Cilekar Murat', 'Arslan Ramazan Serdar', 'Akici Murat', 'Yilmaz Sezgin']",1.0
8574,AU=ARSLAN RAMAZAN,"[PACEMAKER STRESS ECHOCARDIOGRAPHY FOR DIFFERANTIAL DIAGNOSIS OF LOW OUTPUT, LOW GRADIENT AORTIC STENOSIS]",[INTERNATIONAL JOURNAL OF CARDIOLOGY],[2010],,"['Dogan Umuttan', 'Akilli Hakan', 'Aribas Alpay', 'Arslan Ramazan', 'Soylu Ahmet', 'Tokac Mehmet']",1.0
8575,AU=BAŞTÜRK RAMAZAN,[Investigation of appointing teachers employed in the public education institutions in Turkey],[HACETTEPE UNIVERSITESI EGITIM FAKULTESI DERGISI-HACETTEPE UNIVERSITY JOURNAL OF EDUCATION],[2007],"[civil servant selection examination, predictive validity, teacher recruiting]",['Basturk Ramazan'],1.0
8576,AU=BAŞTÜRK RAMAZAN,[Do students' styles of learning affect how they adapt to learning methods and to the learning environment?],[MARMARA MEDICAL JOURNAL],[2015],"[Medical education, Problem-based learning, Learning styles, Curriculum development]","['Topal Kenan', 'Sarikaya Ozlem', 'Basturk Ramazan', 'Buke Akile']",1.0
8577,AU=BAŞTÜRK RAMAZAN,[Editorial],[INTERNATIONAL JOURNAL OF ASSESSMENT TOOLS IN EDUCATION],[2015],,['Basturk Ramazan'],1.0
8578,AU=BAŞTÜRK RAMAZAN,[Editorial],[INTERNATIONAL JOURNAL OF ASSESSMENT TOOLS IN EDUCATION],[2015],,['Basturk Ramazan'],1.0
8579,AU=BAŞTÜRK RAMAZAN,[Relationship between 5th Grade Students' Attitudes towards Science and Technology Course and Misconceptions],[3RD INTERNATIONAL CONFERENCE ON NEW HORIZONS IN EDUCATION - INTE 2012],[2012],"[Science and Technology, attitude, misconception]","['Bahtiyar Asiye', 'Basturk Ramazan']",1.0
8580,AU=BÜYÜKKAYA RAMAZAN,[Portal vein hemodynamics in patients with non-alcoholic fatty liver disease],[TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE],[2008],"[Doppler sonography, nonalcoholic fatty liver, portal vein pulsatility, hepatosteatosis, liver]","['Erdogmus Besir', 'Tamer Ali', 'Buyukkaya Ramazan', 'Yazici Burhan', 'Buyukkaya Ayla', 'Korkut Esin', 'Alcelik Aytekin', 'Korkmaz Ugur']",1.0
8581,AU=BÜYÜKKAYA RAMAZAN,[A case of a gigantic urine Madder due to prostate cancer obstruction on a technetium-99m methyl diphosphonate bone scan],[HELLENIC JOURNAL OF NUCLEAR MEDICINE],[2007],,"['Erkan Melih Engin', 'Ilce Huri Tilla', 'Korkmaz Nurdan', 'Buyukkaya Ramazan', 'Yildirim Mustafa']",1.0
8582,AU=BÜYÜKKAYA RAMAZAN,[Evaluation of the thyroid blood flow with Doppler ultrasonography in healthy school-aged children],[EUROPEAN JOURNAL OF RADIOLOGY],[2007],"[thyroid, blood flow, Doppler]","['Yazici Burhan', 'Simsek Enver', 'Erdogmus Besir', 'Bahcebasi Talat', 'Aktas Alev', 'Buyukkaya Ramazan', 'Uzun Hakan', 'Safak Alp Alper']",1.0
8583,AU=BÜYÜKKAYA RAMAZAN,[Orbital blood flow velocities in patients with rheumatoid arthritis],[JOURNAL OF CLINICAL ULTRASOUND],[2007],"[blood flow velocity, color Doppler ultrasonography, eye, rheumatoid arthritis]","['Erdogmus Besir', 'Yazici Selma', 'Yazici Burhan', 'Ataoglu Safinaz', 'Buyukkaya Ramazan', 'Yuksel Harun', 'Cura Sibel']",1.0
8584,AU=BÜYÜKKAYA RAMAZAN,[The prevalence of venous insufficiency in patients with chronic obstructive pulmonary disease evaluated by color duplex ultrasonography],[WIENER KLINISCHE WOCHENSCHRIFT],[2006],"[chronic obstructive pulmonary disease, color Doppler ultrasonography, venous insufficiency]","['Erdogmus Besir', 'Annakkaya Ali Nihat', 'Yazici Burhan', 'Bulutz Ismet', 'Ozdere Betul Ayca', 'Buyukkaya Ramazan']",1.0
8585,AU=DAVRAN RAMAZAN,[Evaluation of dynamic magnetic resonance imaging in assessing velopharyngeal insufficiency during phonation],[JOURNAL OF CRANIOFACIAL SURGERY],[2008],"[velopharyngeal insufficiency, cleft palate, MRI]","['Atik Bekir', 'Bekerecioglu Mehmet', 'Tan Onder', 'Eflik Omer', 'Davran Ramazan', 'Arslan Halil']",1.0
8586,AU=DAVRAN RAMAZAN,[Radiological and clinical course of pneumonia in patients with avian influenza H5N1],[EUROPEAN JOURNAL OF RADIOLOGY],[2007],"[avian-flu, lower respiratory tract infections, chest X-ray, clinic]","['Bay Ali', 'Etlik Omer', 'Oner A. Faik', 'Unal Ozkan', 'Arslan Halil', 'Bora Aydin', 'Davran Ramazan', 'Yuca Sevil Art', 'Dogan Murat']",1.0
8587,AU=DAVRAN RAMAZAN,[Congenital abnormalities of the ribs: evaluation with multidetector computed tomography],[JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION],[2017],"[Rib, congenital abnormality, multidetector computed tomography]","['Davran Ramazan', 'Bayarogullari Hanifi', 'Atci Nesrin', 'Kayali Alperen', 'Ozturk Fatma', 'Burakgazi Guelen']",1.0
8588,AU=DAVRAN RAMAZAN,[Left renal atrophy in sickle cell diseases],[WORLD FAMILY MEDICINE],[2016],"[Sickle cell diseases, splenomegaly, left renal vein, left renal atrophy]","['Helvaci Mehmet Rami', 'Davran Ramazan', 'Davarci Mursel', 'Muftuoglu Orhan Ekrem', 'Pocock Lesley']",1.0
8589,AU=DAVRAN RAMAZAN,[Mortal quintet of sickle cell diseases],[INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE],[2015],"[Sickle cell diseases, smoking, chronic capillary inflammation]","['Helvaci Mehmet Rami', 'Gokce Cumali', 'Davran Ramazan', 'Akkucuk Seckin', 'Ugur Mustafa', 'Oruc Cem']",1.0
8590,AU=GÜN RAMAZAN,[Modulating the release of Escherichia coli in double W-1/O/W-2 emulsion globules under hypo-osmotic pressure],[RSC ADVANCES],[2016],,"['EL Kadri Hani', 'Gun Ramazan', 'Overton Tim W.', 'Bakalis Serafim', 'Gkatzionis Konstantinos']",1.0
8591,AU=GÜN RAMAZAN,"[Transoral Surgical Anatomy and Clinical Considerations of Lateral Oropharyngeal Wall, Parapharyngeal Space, and Tongue Base]",[OTOLARYNGOLOGY-HEAD AND NECK SURGERY],[2016],"[TORS, lateral pharyngeal wall, parapharyngeal space, base of tongue, anatomic landmarks]","['Gun Ramazan', 'Durmus Kasim', 'Kucur Cuneyt', 'Carrau Ricardo L.', 'Ozer Enver']",1.0
8592,AU=GÜN RAMAZAN,[Safety and efficacy of concurrent neck dissection and transoral robotic surgery],[HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK],[2016],"[transoral robotic surgery, oropharyngeal carcinoma, concurrent neck dissection, pharyngocutaneous fistula, squamous cell carcinoma]","['Kucur Cuneyt', 'Durmus Kasim', 'Gun Ramazan', 'Old Matthew O.', 'Agrawal Amit', 'Teknos Theodoros N.', 'Ozer Enver']",1.0
