,Author,Title paper,Journal,Year,Keywords
113,AU=Aras Necdet,[DOES OBESITY EFFECT THE PERIOPERATIVE PARAMETERS IN LAPAROSCOPIC PARTIAL NEPHRECTOMY?],[JOURNAL OF ENDOUROLOGY],[2012],
114,AU=Sunca Fezayil,[Pushover analysis of prefabricated structures with various partially fixity rates],[EARTHQUAKES AND STRUCTURES],[2018],"[prefabricated structures, semi-rigid connections, nonlinear static pushover analysis]"
115,AU=Alpoguz Hamza K.,[A kinetic study of mercury(II) transport through a membrane assisted by new transport reagent],[CHEMISTRY CENTRAL JOURNAL],[2011],
116,AU=Alpoguz Hamza K.,[Preparation of CTA-based polymer inclusion membrane using calix[4]arene derivative as a carrier for Cr(VI) transport],[JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY],[2014],"[Polymer inclusion membrane, Calixarene, Transport of Cr(VI), Transport kinetics]"
117,AU=Alpoguz Hamza K.,[Transport of Pb(II) by supported liquid membrane containing p-tert-butyl calix[4]amine derivative as carrier],[DESALINATION AND WATER TREATMENT],[2014],"[Supported liquid membrane, Pb(II) transport, Calixarene, Facilitated transport]"
118,AU=Alpoguz Hamza K.,[Application of Cr(VI) Transport through the Polymer Inclusion Membrane with a New Synthesized Calix[4]arene Derivative],[INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH],[2013],
119,AU=Alpoguz Hamza K.,[Facilitated Transport of Cr(VI) Through a Bulk Liquid Membrane Containing p-tert-Butylcalix[4]arene Amine Derivative as a Carrier],[SEPARATION SCIENCE AND TECHNOLOGY],[2010],"[bulk liquid membrane, Cr(VI), kinetic model, p-tert-butylcalix[4]arene]"
120,AU=Tekbas Ebru Onturk,[Assessment of Serum ADMA Levels and Aortic Elastic Properties in Patients With Ankylosing Spondilitis],[JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY],[2013],
121,AU=Tekbas Ebru Onturk,[The gastrocnemius muscle hematoma arising from warfarin use: The importance of genotype analysis in hematomas of atypical localization],[TURK GOGUS KALP DAMAR CERRAHISI DERGISI-TURKISH JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY],[2012],"[Coagulation, gene polymorphism, warfarin]"
122,AU=Tekbas Ebru Onturk,[Platelet Count and Mean Platelet Volume in Patients With In-Hospital Deep Venous Thrombosis],[CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS],[2012],"[deep venous thrombosis, mean platelet volume]"
123,AU=Tekbas Ebru Onturk,[Left ventricle hydatid cyst mimicking acute coronary syndrome],[JOURNAL OF INFECTION IN DEVELOPING COUNTRIES],[2012],"[cardiac hydatid cyst, acute coronary syndrome, cardiac MRI]"
124,AU=Koc Osman,[Endovascular treatment of intracranial aneurysms with bioactive Cerecyte coils: effects on treatment stability],[NEURORADIOLOGY],[2008],"[aneurysm, bioactive coil]"
125,AU=Koc Osman,"[The safety and efficacy of the Angio-Seal closure device in diagnostic and interventional neuroangiography setting: a single-center experience with 1,443 closures]",[NEURORADIOLOGY],[2007],"[closure site, access site, complication, Angio-Seal, intervention]"
126,AU=Koc Osman,"[Immediate and midterm follow-up results of using an electrodetachable, fully retrievable SOLO stent system in the endovascular coil occlusion of wide-necked cerebral aneurysms]",[JOURNAL OF NEUROSURGERY],[2007],"[cerebral aneurysm, coil embolization, intracranial stent, stent-assisted coil occlusion, wide-necked aneurysm]"
127,AU=Koc Osman,[Role of diffusion weighted MR in the discrimination diagnosis of the cystic and/or necrotic head and neck lesions],[EUROPEAN JOURNAL OF RADIOLOGY],[2007],"[diffusion weighted imaging, MRI, head-neck, necrotic lesion]"
128,AU=Koc Osman,[Comparison of Thermographic Imaging and Other Diagnostic Techniques in Diagnosis of Cattle with Laminitis],[ACTA SCIENTIAE VETERINARIAE],[2018],"[bovine; CT, MRI, laminitis, radiography, thermography]"
129,AU=Stibor Ivan,[Systematic approach to new ligands for anion recognition based on ureido-calix[4]arenes],[NEW JOURNAL OF CHEMISTRY],[2008],
130,AU=Stibor Ivan,[Anion receptors based on ureido-substituted thiacalix[4]arenes and calix[4]arenes],[TETRAHEDRON],[2008],"[Thiacalixarene, Self-Assembly, X-ray crystallography]"
131,AU=Stibor Ivan,[Novel synthetic approach to the prion protein: Kinetic study optimization of a native chemical ligation],[JOURNAL OF PEPTIDE SCIENCE],[2008],
132,AU=Stibor Ivan,[Synthesis and conformational behaviour of lower-rim tetraacetylated thiacalix[4]arenes],[TETRAHEDRON LETTERS],[2008],
133,AU=Stibor Ivan,[Facilitated transfer of alkali metal ions by a tetraester derivative of thiacalix[4]arene at the liquid-liquid interface],[ELECTROANALYSIS],[2008],"[thiacalix[4]arene, facilitated ion transfer, association constants, ionophore, alkali metal ions]"
134,AU=Durak Ahmet C.,[Brief communication: Pituitary volume and function in competing and retired male boxers],[ANNALS OF INTERNAL MEDICINE],[2008],
135,AU=Durak Ahmet C.,[Complete surgical resolution of bilateral total opthalmoplegia without visual field defect in an acromegalic patient presented with pituitary apoplexy],[ENDOCRINE JOURNAL],[2007],"[pituitary apoplexy, acromegaly, opthalmoplegia, hypopituitarism]"
136,AU=Durak Ahmet C.,[Jewish Mystical Influences on a Medieval Ottoman Hagiography],[ENGLISH LANGUAGE NOTES],[2018],"[Isra'iliyyat, Sufism, Jewish mysticism, Halilname, Abdulvasi Celebi, Abraham]"
137,AU=Durak Ahmet C.,[Is Positive Staining of Non-Functioning Pituitary Adenomas for Luteinizing Hormone Associated with a Poor Prognosis?],[TURKISH NEUROSURGERY],[2017],"[Non-functioning pituitary adenomas, Luteinizing hormone, Immunohistochemistry, Prognosis]"
138,AU=Durak Ahmet C.,"[Evaluation of Aggressive Behavior and Invasive Features of Pituitary Adenomas Using Radiological, Surgical, Clinical and Histopathological Markers]",[TURKISH NEUROSURGERY],[2016],"[Pituitary adenoma, Aggressive behavior, Invasion, lmmunohistochemical marker]"
139,AU=Ozcelik Bekir,[Thermoelectric power and thermal conduction studies on the Gd substituted BPSCCO (2234) superconductors],[JOURNAL OF LOW TEMPERATURE PHYSICS],[2007],"[bi-based cuprates, thermoelectric power, transport properties (electric and thermal conductivity)]"
140,AU=Ozcelik Bekir,[Improvement of Bi2Sr2Co2Oy thermoelectric performances by Na doping],[JOURNAL OF ELECTROCERAMICS],[2018],"[Thermoelectric, Electrical properties, Microstructure, Seebeck coefficient, Cobaltites]"
141,AU=Ozcelik Bekir,[The cooling rate effect on structure and flux pinning force of FeTeSe single crystal deposited by self-flux method],[JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS],[2018],
142,AU=Ozcelik Bekir,[Effects of K substitution on thermoelectric and magnetic properties of Bi2Sr2Co2Oy ceramic],[JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS],[2017],
143,AU=Ozcelik Bekir,"[Effect of Cooling Rate on Structure, Composition, and Superconducting Properties of FeTe0.6Se0.4 Prepared by Self-Flux Technique]",[JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM],[2016],"[Iron-based superconductors, SEM, XRD, Self-flux method, Magnetization, Magnetic hysteresis]"
144,AU=Islam Ahmet,[Reconstruction of the Internal Nasal Valve: Modified Splay Graft Technique With Endonasal Approach],[LARYNGOSCOPE],[2008],"[Internal nasal valve, endonasal approach, splay graft, acoustic rhinometry, nose]"
145,AU=Islam Ahmet,[Effects of unilateral vocal cord paralysis on objective voice measures obtained by Praat],[EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY],[2007],"[vocal cord paralysis, Praat, voice]"
146,AU=Islam Ahmet,[Involvement of Ear in Rheumatoid Arthritis. Prospective Clinical Study],[JOURNAL OF INTERNATIONAL ADVANCED OTOLOGY],[2011],
147,AU=Islam Ahmet,[Does Helicobacter pylori Exist in Vocal Fold Pathologies and in the Interarytenoid Region?],[DYSPHAGIA],[2013],"[Laryngopharyngeal reflux, Helicobacter pylori, Reflux finding score, Reflux symptom index, Deglutition, Deglutition disorders]"
148,AU=Islam Ahmet,[Sneezing and Runny Nose: Should Allergy Testing Be Routinely Performed?],[INDIAN JOURNAL OF OTOLARYNGOLOGY AND HEAD & NECK SURGERY],[2013],"[Allergic rhinitis, Nonallergic rhinitis, Sneezing, Runny nose]"
149,AU=Hosoglu Salih,[The efficacy of dexamethasone treatment in massive enteric bleeding in typhoid fever],[TROPICAL DOCTOR],[2009],
150,AU=Hosoglu Salih,[Predictive factors for occupational bloodborne exposure in Turkish hospitals],[AMERICAN JOURNAL OF INFECTION CONTROL],[2009],
151,AU=Hosoglu Salih,[A 6-year prospective surveillance study for healthcare associated infections in a neurology unit],[NEUROSCIENCES],[2008],
152,AU=Hosoglu Salih,[Risk factors for drug resistant tuberculosis in southeast Turkey],[TROPICAL DOCTOR],[2008],
153,AU=Hosoglu Salih,[Increased antimicrobial consumption following reimbursement reform in Turkey],[JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY],[2008],"[antibiotic policy, antibacterial drug screening policy, antimicrobial agents, antimicrobial resistance surveillance]"
154,AU=Sosuncu Enver,[Resveratrol Treatment Prevents Hippocampal Neurodegeneration in a Rodent Model of Traumatic Brain Injury],[TURKISH NEUROSURGERY],[2017],"[Resveratrol, Traumatic brain injury, Hippocampus, Malondialdehyde, Superoxide dismutase]"
155,AU=Sosuncu Enver,[How frequently external ventricular drainage device should be changed in children with ventriculoperitonel shunt infection?],[PAKISTAN JOURNAL OF MEDICAL SCIENCES],[2015],"[Hydrocephalus, Ventriculoperitoneal shunt infection, External ventricular drainage]"
156,AU=Sosuncu Enver,[The Effects of Membranous Abnormalities on Mortality and Morbidity in Chronic Subdural Hematomas],[JOURNAL OF NEUROLOGICAL SCIENCES-TURKISH],[2015],"[Chronic subdural hematoma, trauma, septa, recurrence, complication, burr hole, craniotomy]"
157,AU=Sosuncu Enver,[Chiari III Malformation with a Giant Encephalocele Sac: Case Report and a Review of the Literature],[PEDIATRIC NEUROSURGERY],[2013],
158,AU=Sosuncu Enver,[Are blank cartridge guns really harmless?],[ULUSAL TRAVMA VE ACIL CERRAHI DERGISI-TURKISH JOURNAL OF TRAUMA & EMERGENCY SURGERY],[2014],"[Blank cartridge gun, decompressive craniectomy, epidural hematoma, pneumatic effect, subdural hematoma]"
159,AU=Caklili Ozge Telci,[Effects of the Beginning of the Academic Year on Hospital Mortality: Is the July Phenomenon Real?],[CYPRUS JOURNAL OF MEDICAL SCIENCES],[2016],"[Academic medical centers, mortality, academic year]"
160,AU=Caklili Ozge Telci,[Evaluation of the Glycemic Fluctuation as Defined as the Mean Amplitude of Glycemic Excursion in Hospitalized Patients with Type 2 Diabetes],[CYPRUS JOURNAL OF MEDICAL SCIENCES],[2016],"[Type 2 diabetes, glycemic control, MAGE levels, treatment characteristic]"
161,AU=Caklili Ozge Telci,[Effect of vitamin D status on lipid profile in premenopausal women: a cross-sectional study],[CARDIOVASCULAR ENDOCRINOLOGY],[2017],"[high-density lipoprotein cholesterol, hyperlipidemia, low-density lipoprotein cholesterol, non-high-density lipoprotein cholesterol, triglyceride, vitamin D insufficiency]"
162,AU=Caklili Ozge Telci,[Effect of vitamin D status on lipid profile in premenopausal women: a cross-sectional study],[CARDIOVASCULAR ENDOCRINOLOGY & METABOLISM],[2017],"[high-density lipoprotein cholesterol, hyperlipidemia, low-density lipoprotein cholesterol, non-high-density lipoprotein cholesterol, triglyceride, vitamin D insufficiency]"
163,AU=Caklili Ozge Telci,[Malnutrition rate among hospitalized patients with type 2 diabetes mellitus],[PROGRESS IN NUTRITION],[2018],"[type 2 diabetes, malnutrition]"
164,AU=Karabudak Filiz,[Differential scanning calorimetry (DSC) and Ni+2 release analysis of NiTi-shape-memory dental alloys coated by micro-arc oxidation (MAO) method],[APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING],[2018],
165,AU=Karabudak Filiz,[Production of hard hydrophilic Ni-B coatings on hydrophobic Ni-Ti and Ti-6Al-4V alloys by electroless deposition],[MATERIALS TESTING],[2017],"[Ni-Ti, Ti-6Al-4V, electroless deposition, Ni-B, wettability]"
166,AU=Karabudak Filiz,[An Investigation of Corrosion Resistance and Antibacterial Sensitivity Properties of Nano-Ag-Doped Coating and Coating Grown on NiTi Alloy with the Micro-Arc Oxidation Process],[ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING],[2017],"[NiTi alloys, Micro-arc oxidation (MAO) process, TiO2, Nano-Ag-doped TiO2, Corrosion and antibacterial test]"
167,AU=Hanoglu Oguz,[Using nanogap in label-free impedance based electrical biosensors to overcome electrical double layer effect],[MICROSYSTEM TECHNOLOGIES-MICRO-AND NANOSYSTEMS-INFORMATION STORAGE AND PROCESSING SYSTEMS],[2017],
168,AU=Hanoglu Oguz,[First-Year Engineering Team Responses to Feedback on Their Mathematical Models - A Video Study],[2014 ASEE ANNUAL CONFERENCE],[2014],
169,AU=Hanoglu Oguz,[First-Year Engineering Students' Self-Reported Knowledge of Nanotechnology - The Development of a Coding Scheme],[2014 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE)],[2014],"[nanotechnology, engineering education]"
170,AU=Hanoglu Oguz,"[First-Year Engineering Students' Nanotechnology Awareness, Exposure and Motivation Before and After Educational Interventions]",[2014 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE)],[2014],"[first-year engineering, nanotechnology, mathematical-modeling activities, simulation design projects]"
171,AU=Hanoglu Oguz,[Ge/SiGe Quantum Well p-i-n Structures for Uncooled Infrared Bolometers],[IEEE ELECTRON DEVICE LETTERS],[2011],"[Bolometers, germanium, quantum wells, silicon]"
172,AU=Adam Abdalla E. T.,"[Reproductive performance and mating behavior of the predatory bug, Anthocoris minki Dohrn, 1860 (Hemiptera: Anthocoridae)]",[TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY],[2018],"[Anthocoris minki, mating, reproductive performance]"
173,AU=Gorgen Veli Alper,[Effects of Er:YAG Laser on Mineral Content of Sound Dentin in Primary Teeth],[SCIENTIFIC WORLD JOURNAL],[2014],
174,AU=Dogan Atakan,[A Wearable Head-Mounted Sensor-Based Apparatus for Eye Tracking Applications],"[2008 IEEE INTERNATIONAL CONFERENCE ON VIRTUAL ENVIRONMENTS, HUMAN-COMPUTER INTERFACES AND MEASUREMENT SYSTEMS]",[2008],"[Eye tracker, gaze tracker, human-computer interface, wearable systems, sensor based systems]"
175,AU=Dogan Atakan,[Performance of real-time data scheduling heuristics under data replacement policies and access patterns in data grids],[Parallel and Distributed Processing and Applications],[2006],
176,AU=Dogan Atakan,[Concurrent scheduling: Efficient heuristics for online large-scale data transfers in distributed real-time environments],[IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS],[2006],"[data staging, data scheduling, real-time, distributed computing and networking]"
177,AU=Dogan Atakan,[1 Gbit/s UDP/IP Offload Engine IP Core with PCIe Interface],[JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS],[2018],"[Computer networks, reconfigurable hardware, hardware description languages]"
178,AU=Dogan Atakan,[Heuristic Algorithms for Real-Time Unsplittable Data Dissemination Problem],[COMPUTER AND INFORMATION SCIENCES II],[2012],"[Real-time, Data dissemination, Unsplittable flow problem, Computer networks, Performance evaluation]"
179,AU=Gencoglu Atalya,[Efficacy and safety of electromagnetic navigation bronchoscopy with or without radial endobronchial ultrasound for peripheral lung lesions],[ENDOSCOPIC ULTRASOUND],[2016],"[Diagnostic yield, electromagnetic navigation bronchoscopy (ENB), peripheral lung lesion, transbronchial biopsy]"
180,AU=Nidia Buenfil-Burgos Rosa,[What are the consequences of the 'spatial turn' for how we understand politics today? A proposed research agenda],[PROGRESS IN HUMAN GEOGRAPHY],[2009],
181,AU=Avci Ahmet,[Design of a methane processing system producing high-purity hydrogen],[INTERNATIONAL JOURNAL OF HYDROGEN ENERGY],[2008],"[Methane, Hydrogen, Partial oxidation, Autothermal reforming, Reactor design]"
182,AU=Avci Ahmet,[Fatigue and fracture behavior of woven steel reinforced polyethylene composite],[JOURNAL OF REINFORCED PLASTICS AND COMPOSITES],[2008],"[fatigue, fracture, compliance method, through-thickness crack, polymer-matrix composites, woven steel]"
183,AU=Avci Ahmet,[Fatigue crack growth of filament wound GRP pipes with a surface crack under cyclic internal pressure],[JOURNAL OF MATERIALS SCIENCE],[2008],
184,AU=Avci Ahmet,[Fatigue behavior of surface cracked filament wound pipes with high tangential strength in corrosive environment],[COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING],[2007],"[corrosion fatigue, filament winding, fracture, polymer-matrix composites (PMCs)]"
185,AU=Avci Ahmet,[Thermal buckling behavior of cross-ply hybrid composite laminates with inclined crack],[COMPOSITES SCIENCE AND TECHNOLOGY],[2006],"[hybrid composite plates, thermal buckling, finite element method]"
186,AU=Aytacoglu Barlas N.,[Citric acid as a decalcifying agent for the excised calcified human heart valves],[ANADOLU KARDIYOLOJI DERGISI-THE ANATOLIAN JOURNAL OF CARDIOLOGY],[2008],"[decalcification, citric acid, human heart valves]"
187,AU=Aytacoglu Barlas N.,[Prevention of calcification with TPEN in pericardial bioprosthetic heart valve material],[ANADOLU KARDIYOLOJI DERGISI-THE ANATOLIAN JOURNAL OF CARDIOLOGY],[2007],"[calcification, bioprosthetic heart valve, glutaraldehyde, TPEN]"
188,AU=Aytacoglu Barlas N.,[Iloprost for the attenuation of ischaemia/reperfusion injury in a distant organ],[CELL BIOCHEMISTRY AND FUNCTION],[2006],"[iloprost, ischaemia reperfusion injury, kidney]"
189,AU=Aytacoglu Barlas N.,[Hearing loss in patients undergoing coronary artery bypass grafting with or without extracorporeal circulation],[MEDICAL SCIENCE MONITOR],[2006],"[hearing loss, extracorporeal circulation, coronary artery bypass grafting]"
190,AU=Aytacoglu Barlas N.,[Role of cytokine gene polymorphisms on ramipril-altered inflammatory response and myocardial injury in patients undergoing coronary artery bypass surgery],[CUKUROVA MEDICAL JOURNAL],[2017],"[ACE inhibitors, cytokines, polymorphism]"
